Project ID	Project	Project Author Count	Project Revision Count	Project Stability Ratio	Modularised Project Stability Ratio	Project Instability Ratio	Modularised Project Instability Ratio	Project Module Count	Project LOC	CBO	DIT	LCOM	NOC	RFC	WMC	Project Duration	Project Order
261	ftpserverremoteadmin	4	366	0.801470588	0.802267895	0.198529412	0.197732105	2	784	3.745098039	1.509803922	39.76470588	0.18627451	10.57843137	9.37254902	67	0
773	usenetmonitor	2	10	1	1	0	0	2	261	2.5	1.5	36.15	0.5	7.05	5.05	13	1
87	brum-brum	5	272	0.658064516	0.660175229	0.341935484	0.339824771	2	1036	4	2.283687943	45.30496454	0.531914894	11.85815603	6.843971631	92	0
774	uvmanager	2	29	0.789473684	0.848684211	0.210526316	0.151315789	8	246	2.034482759	1.482758621	60.27586207	0	11.4137931	11.4137931	18	1
273	gestionprojetessi	4	251	0.777777778	0.659187177	0.222222222	0.340812823	2	707	2.864864865	1.891891892	64.08108108	0.189189189	10.97297297	10	17	0
661	smartlang	2	29	0.551851852	0.621036176	0.448148148	0.378963824	4	474	5.705263158	2.136842105	36.69473684	1.115789474	12.53684211	6.589473684	134	1
65	bazafilmow	2	62	0.9	0.859583333	0.1	0.140416667	6	343	2.375	2.1875	50.53125	0.6875	7.875	3.9375	4	0
802	wrathofthetaboos	3	238	0.5	0.548543689	0.5	0.451456311	5	13620	7.847457627	2.482736974	33.96547395	0.590081607	73.96045198	38.78970496	7	0
84	breakout-clone	3	35	0.374429224	0.440704501	0.625570776	0.559295499	5	265	1.263157895	1.421052632	47.63157895	0.368421053	12.78947368	8.473684211	72	1
793	webdr	5	585	0.649230769	0.823654147	0.350769231	0.176345853	3	1133	2.829268293	2.25203252	41.12195122	0.62601626	11.06504065	7.06504065	129	0
321	iaicube	2	83	0.923076923	0.926739927	0.076923077	0.073260073	4	462	2.333333333	1.303030303	18.18181818	0.272727273	13.21212121	8.03030303	25	0
361	irsensor	4	334	0.775862069	0.775862069	0.224137931	0.224137931	1	572	3.210526316	1.228070175	59.85964912	0	6.228070175	6.228070175	28	1
102	cen5501c-p2p	3	67	0.625	0.649154589	0.375	0.350845411	2	367	2.48	1.36	41.4	0.32	6.96	5.36	23	0
533	parrot-portal	2	65	0.9625	0.9625	0.0375	0.0375	1	514	1.93902439	1.817073171	38.57317073	0.573170732	5.634146341	4.341463415	79	1
213	ecs289g-project	2	65	0.884615385	0.884615385	0.115384615	0.115384615	1	310	1.551724138	1.206896552	51.4137931	0.172413793	6.586206897	6.413793103	25	1
734	tpsistemasii	2	105	0.600649351	0.600649351	0.399350649	0.399350649	1	390	2.152173913	1.456521739	45.04347826	0.173913043	8.956521739	6.869565217	153	0
175	denial	2	17	1	1	0	0	1	112	1.375	1	22.5	0	3.375	3.375	0	1
170	dbmigrate	3	52	0.176576577	0.42583076	0.823423423	0.57416924	4	75	1.333333333	1.5	36.66666667	0	12.5	12.5	184	0
236	etudedecas	3	87	0.843537415	0.828514739	0.156462585	0.171485261	5	735	2.62962963	1.703703704	43.05555556	0.333333333	9.537037037	7.555555556	48	1
270	gerardomoda	11	766	0.423636364	0.406740921	0.576363636	0.593259079	6	3708	5.321212121	1.515151515	46.77575758	0.296969697	16.23030303	10.75757576	49	0
493	musicodyssey	4	165	0.672619048	0.651067323	0.327380952	0.348932677	6	580	3.375	2.083333333	60.95833333	0.333333333	8.791666667	5.958333333	41	1
783	visu-music	2	39	0.802469136	0.818794672	0.197530864	0.181205328	7	994	3.775510204	1.632653061	48.95918367	2.06122449	13.43877551	9.204081633	80	1
604	rollerslam	7	658	0.442700157	0.43975715	0.557299843	0.56024285	15	456	2.386666667	1.773333333	31.34666667	0.386666667	6.293333333	3.813333333	272	0
253	fotballoblig2	3	96	0.435897436	0.435897436	0.564102564	0.564102564	1	269	2.357142857	1.214285714	39.64285714	0	6.142857143	6.142857143	12	0
307	hez0x	3	62	0.683333333	0.589678203	0.316666667	0.410321797	4	300	0.861111111	1.555555556	62.75	0.027777778	6.138888889	5.944444444	19	0
299	hackystat-ui-projectviewer	2	167	0.503649635	0.57455683	0.496350365	0.42544317	6	665	2.033898305	1.627118644	56.81355932	0.118644068	6.745762712	6.661016949	136	1
454	marchingcubes	2	28	0.73943662	0.73943662	0.26056338	0.26056338	1	199	1.590909091	1.954545455	75.22727273	0.272727273	15.13636364	10.59090909	70	1
308	hez0x-v2	2	10	0.666666667	0.592592593	0.333333333	0.407407407	2	62	1.25	1.25	78.25	0	12.5	12.5	2	1
323	iatp1	3	127	0.818181818	0.818181818	0.181818182	0.181818182	1	768	3.033333333	1.7	26.68333333	0.3	11.01666667	6.083333333	21	0
300	hackystat-ui-sensordatabrowser	2	59	0.574626866	0.599914323	0.425373134	0.400085677	2	159	2.727272727	1.363636364	58.72727273	0	8.318181818	8.318181818	133	1
5	422webcrawler	2	37	0.875	0.875	0.125	0.125	1	222	1.9	1.4	49.8	0	6.1	6.1	7	0
301	hackystat-ui-sensordataviewer	2	103	0.547393365	0.567071914	0.452606635	0.432928086	3	64	2.285714286	1.142857143	76.71428571	0	11.57142857	11.57142857	210	1
144	controledevendas	3	147	0.43963964	0.43963964	0.56036036	0.56036036	1	842	2.62295082	1.139344262	39.46721311	0.016393443	6.967213115	6.68852459	184	0
636	sigap	2	87	0.503597122	0.503597122	0.496402878	0.496402878	1	2602	4.488721805	1.563909774	41.66917293	0.270676692	10.82706767	8.947368421	138	1
344	info231oblig3	2	81	0.9	0.901298701	0.1	0.098701299	2	94	2.166666667	1.166666667	42.33333333	0	5.166666667	5.166666667	4	1
31	ambienthackystat	3	89	0.62835249	0.578632976	0.37164751	0.421367024	3	261	3.552631579	1.236842105	51.47368421	0.131578947	8.921052632	7.368421053	86	0
32	ambienthackystat-ui-wicket	2	40	0.772727273	0.736212121	0.227272727	0.263787879	5	381	1.853658537	2.170731707	71.53658537	0.317073171	7.195121951	4.341463415	21	1
362	is300	2	137	0.722222222	0.734477124	0.277777778	0.265522876	2	405	2.953488372	1.953488372	38.30232558	0.581395349	14.58139535	7.906976744	8	1
80	bookie	2	457	0.802013423	0.860222761	0.197986577	0.139777239	12	1661	3.194570136	2.009049774	40.52941176	0.547511312	13.95927602	6.588235294	446	0
638	sigapweb	2	39	0.566666667	0.664010366	0.433333333	0.335989634	14	4427	4.191588785	1.378504673	28.98130841	0.172897196	7.780373832	6.565420561	14	1
714	tewas	2	68	0.916666667	0.916666667	0.083333333	0.083333333	1	215	3.75862069	1.344827586	75.51724138	0	7.724137931	7.724137931	11	0
688	switchviz	3	811	0.738841406	0.738841406	0.261158594	0.261158594	1	1500	3.851612903	1.922580645	68.09032258	0.393548387	12.47741935	9.103225806	350	1
667	softingprak	2	94	0.75	0.75	0.25	0.25	1	343	2.375	1.625	62.125	0.0625	8.25	7.625	7	1
632	sheep-project	3	174	0.917748918	0.896549229	0.082251082	0.103450771	7	1907	3.365517241	1.737931034	59.08965517	0.131034483	11.13793103	9.15862069	76	0
17	agileplugins	4	35	0.107217573	0.329054365	0.892782427	0.670945635	9	955	1.263157895	1.642105263	45.67368421	0.094736842	11.66315789	11.2	477	0
751	troncycle	5	213	0.683333333	0.683333333	0.316666667	0.316666667	1	403	2.642857143	1.642857143	47.64285714	0	6.75	6.75	23	0
244	family-tree	2	72	0.766666667	0.770048309	0.233333333	0.229951691	2	139	2.176470588	1.647058824	57.23529412	0.235294118	5.588235294	5.117647059	14	0
384	jduckhunt	3	32	0.818181818	0.745989305	0.181818182	0.254010695	4	323	2.428571429	1.685714286	48.14285714	0.257142857	11.45714286	7.8	21	1
303	hamac	3	83	0.576923077	0.576923077	0.423076923	0.423076923	1	89	1.764705882	1.411764706	46.35294118	0.294117647	11.88235294	9.058823529	25	0
320	iaicmovil	2	66	0.5	0.509433962	0.5	0.490566038	3	149	1	1.2	71.2	0	12.4	12.4	31	1
324	iatp2	2	36	0.571428571	0.571428571	0.428571429	0.428571429	1	159	1.846153846	1.153846154	33.76923077	0	5.307692308	5.307692308	13	1
107	cgympoker	4	199	0.706140351	0.567753276	0.293859649	0.432246724	6	319	3.772727273	1.318181818	50.18181818	0.045454545	7.590909091	7.363636364	56	0
771	usca	2	197	0.982071713	0.69047619	0.017928287	0.30952381	2	273	1.924242424	1.818181818	48.12121212	0.136363636	11.48484848	8.212121212	250	0
545	plgfdi	4	181	0.73381295	0.710000311	0.26618705	0.289999689	4	180	1.666666667	1	41.13333333	0	13.93333333	13.93333333	138	0
620	scheduler422	2	44	0.764705882	0.764705882	0.235294118	0.235294118	1	240	2.416666667	2	37.5	0.333333333	7.916666667	5.25	16	1
737	tradecisionba	2	84	0.75	0.75	0.25	0.25	1	316	3.192307692	1.5	69.92307692	0	11.73076923	11.73076923	7	1
417	kingdream	2	100	0.710526316	0.710526316	0.289473684	0.289473684	1	1955	1.284482759	1.672413793	57.89655172	0.370689655	6.836206897	6.068965517	18	0
312	ht-chess-ums	4	165	0.666666667	0.666666667	0.333333333	0.333333333	1	421	3.837837838	1.756756757	64.32432432	0.459459459	14.13513514	9.324324324	14	1
593	reseausocial	3	56	0.777777778	0.698404255	0.222222222	0.301595745	4	297	1.6875	2.125	73.125	0.625	7.9375	6.0625	17	1
9	advancedsearch	2	89	0.928571429	0.928571429	0.071428571	0.071428571	1	173	2.392857143	1.892857143	51.57142857	0.571428571	11.53571429	5.035714286	13	1
643	simplephotomanager	3	340	0.660606061	0.660606061	0.339393939	0.339393939	1	1018	1.885714286	1.742857143	30.72857143	0.2	4.4	3.8	54	0
338	imgd4000	3	506	0.595238095	0.816393741	0.404761905	0.183606259	5	399	2.613333333	1.88	48.41333333	0.333333333	7.306666667	5.72	83	0
477	mjcn7	2	279	0.857142857	0.858134921	0.142857143	0.141865079	2	115	3.4	1.4	60.35	0.2	23.3	15.4	20	0
672	sporthall	2	31	0.982758621	0.933333333	0.017241379	0.066666667	10	446	4.2	2.057142857	53.88571429	0.457142857	22.97142857	13.77142857	57	1
281	gonlinemobile	2	38	1	1	0	0	4	238	2.172413793	1.206896552	41.37931034	0.034482759	11.65517241	11.51724138	4	1
622	seamcravingresizer	2	41	0.823529412	0.734612512	0.176470588	0.265387488	7	146	2.571428571	1	40.9047619	0.047619048	5.380952381	5.380952381	16	0
258	fractalizer	2	62	0.863636364	0.866209262	0.136363636	0.133790738	2	153	3.761904762	1.095238095	43.95238095	0	5.19047619	5.19047619	10	1
492	mushroom-db-smj	2	20	0.515151515	0.717171717	0.484848485	0.282828283	6	3042	4.470989761	1.436860068	30.73720137	0.228668942	10.2662116	7.648464164	32	1
220	e-motion	3	100	0.756410256	0.759001637	0.243589744	0.240998363	2	246	2.7	2.1	49.65	0.5	10.6	7.1	51	1
758	twist1	3	167	0.504065041	0.457964799	0.495934959	0.542035201	3	4393	0.578947368	2	23.54385965	0	5.912280702	5.912280702	40	0
709	tecnodromo	3	41	0.244725738	0.948863636	0.755274262	0.051136364	2	228	1.736842105	1.421052632	38.05263158	0.315789474	8.263157895	4.684210526	78	0
10	advancedsearchgui	2	67	1	1	0	0	1	281	2.791666667	1.979166667	47.79166667	0.583333333	13.29166667	5.3125	13	1
759	twistdjevelopers	2	42	0.75	0.825	0.25	0.175	3	4414	0.526315789	2	24.42105263	0	5.894736842	5.894736842	1	1
135	compgrafic	2	61	1	1	0	0	1	182	2.75	1.375	61.5	0	9	9	46	0
491	multimediasessionsmonitor	3	147	0.857843137	0.857843137	0.142156863	0.142156863	1	1029	4.202531646	1.379746835	54.11392405	0	7.506329114	7.506329114	67	1
177	dezenho	4	150	0.629032258	0.670473847	0.370967742	0.329526153	4	159	2.793103448	1.586206897	59.17241379	0.206896552	11.68965517	10.86206897	30	1
818	zimeoprocess	5	893	0.688	0.476594674	0.312	0.523405326	12	3416	6.07977208	2.242165242	36.9002849	0.290598291	15.44159544	9.233618234	99	1
732	tp-ing2	3	69	0.437810945	0.58125	0.562189055	0.41875	3	311	1.391304348	1.304347826	43.26086957	0	3.47826087	3.47826087	66	0
189	doacoes	24	347	0.086993243	0.091465327	0.913006757	0.908534673	3	1116	2.592307692	1.853846154	39.89230769	0.253846154	13.48461538	7.515384615	147	0
217	elitesquad	3	137	0.8	0.742141916	0.2	0.257858084	9	247	3.03125	1.4375	50.375	0.09375	11.59375	11.21875	49	1
149	crazyrun	3	221	0.653333333	0.649563863	0.346666667	0.350436137	6	796	4.307692308	2.076923077	39.65934066	0.813186813	18.1978022	6.67032967	24	1
264	galaxyconquerors	3	298	0.6	0.569707677	0.4	0.430292323	3	251	3.074074074	1.333333333	55	0.037037037	21.51851852	21.33333333	19	1
654	sistemidistribuiti	2	184	0.998480243	0.804188752	0.001519757	0.195811248	16	1896	1.803030303	1.545454545	38.0530303	0.136363636	7.21969697	5.356060606	328	0
86	briwork	2	41	0.916666667	0.941176471	0.083333333	0.058823529	5	310	1.25	1	47.16666667	0	8.916666667	8.916666667	23	1
241	facebookca	4	137	0.430555556	0.430555556	0.569444444	0.569444444	1	152	3	1.066666667	27.93333333	0	4.333333333	4.333333333	17	0
67	bd-elefantito-2do-2007	3	241	0.79916318	0.517857143	0.20083682	0.482142857	2	3300	4.682119205	1.486754967	30.4602649	0.245033113	10.68874172	7.642384106	238	0
482	monitorsnmp	4	183	0.555555556	0.537755127	0.444444444	0.462244873	4	828	2.138297872	1.70212766	58.76595745	0.244680851	12.70212766	10.65957447	62	1
101	cen5501c-bt	3	155	0.452777778	0.460431235	0.547222222	0.539568765	2	283	3.375	1.59375	41.125	0.3125	7.625	5.625	119	1
207	easyservice	3	49	0.384976526	0.384976526	0.615023474	0.615023474	1	366	2	1.390243902	32.97560976	0.12195122	3.975609756	3.682926829	70	1
782	visualjavafx	3	257	0.182926829	0.819444444	0.817073171	0.180555556	5	1505	3.459183673	1.285714286	21.0255102	0.112244898	5.755102041	4.474489796	81	0
419	kioskotelefonica	2	8	0.073529412	0.153594771	0.926470588	0.846405229	5	258	1.411764706	1.823529412	57.17647059	0.294117647	7.117647059	6.235294118	33	1
683	supertrunfo	3	196	0.402298851	0.577345309	0.597701149	0.422654691	2	750	2.664122137	1.404580153	44.91603053	0.282442748	8.015267176	6.511450382	28	1
167	darkstar-mysql-service	3	72	0.433121019	0.465619699	0.566878981	0.534380301	4	60	1.714285714	1.142857143	47.71428571	0	3.571428571	3.571428571	156	0
63	batalhanaval	4	157	0.696428571	0.669150394	0.303571429	0.330849606	2	274	1.772727273	1.681818182	67.22727273	0	11.22727273	11.22727273	27	0
395	jogoporrinha	4	94	0.614864865	0.695723684	0.385135135	0.304276316	2	132	1.636363636	1.363636364	45.09090909	0	8.454545455	8.454545455	36	0
272	germem	2	18	0.666666667	0.666666667	0.333333333	0.333333333	1	169	1.454545455	1.227272727	53.22727273	0	6.636363636	6.636363636	8	1
640	simant	2	68	1	0.965643275	0	0.034356725	4	124	2.333333333	1.444444444	66.44444444	0.444444444	23	10.33333333	35	0
178	dflibs	2	21	0.5	0.526315789	0.5	0.473684211	2	75	0.461538462	1.615384615	64.07692308	0.230769231	11.30769231	9.461538462	400	1
225	enrutamiento-demandas-unicast	2	281	0.766129032	0.766129032	0.233870968	0.233870968	1	740	2.384615385	1.102564103	27.46153846	0.153846154	6.923076923	6.743589744	61	0
781	virtualmarche	2	34	0.666666667	0.666666667	0.333333333	0.333333333	1	101	1.428571429	1.857142857	31.28571429	0.285714286	9.571428571	6.714285714	2	0
562	projeto1ces25	2	40	0.833333333	0.833333333	0.166666667	0.166666667	1	66	2	1.272727273	69.54545455	0.181818182	12.36363636	11.63636364	2	1
315	huguinho	2	13	0.706896552	0.703407225	0.293103448	0.296592775	2	35	1.428571429	1.142857143	66.28571429	0	10.14285714	10.14285714	28	1
123	cmccjamwiki	2	511	0.985148515	0.985148515	0.014851485	0.014851485	1	1910	5.804733728	1.75739645	71.56804734	0.349112426	20.79289941	9.479289941	100	1
110	chunxi-road-online	3	29	0.555555556	0.555555556	0.444444444	0.444444444	1	18	0.4	1	51	0	7.8	7.8	2	0
598	rmicircunferencia	2	12	0.523809524	0.603174603	0.476190476	0.396825397	2	192	0.5	1.75	60.125	0	2.875	2.875	20	1
44	appletbomberman	2	69	0.285714286	0.272087213	0.714285714	0.727912787	2	531	3.109090909	1.618181818	45.89090909	0.181818182	6.363636364	6.145454545	230	0
437	locafacil	4	42	0.482758621	0.496370236	0.517241379	0.503629764	2	226	2.103448276	1.862068966	55.44827586	0.275862069	13.17241379	10.06896552	28	0
347	ingeniar	2	34	0.5	0.861111111	0.5	0.138888889	8	163	1.8	1.733333333	50.86666667	0	5	5	256	0
694	talleris3	3	57	0.444444444	0.75	0.555555556	0.25	2	842	2.511111111	1.311111111	39.17777778	0.066666667	7.644444444	7.422222222	11	0
166	darkstar-contrib	3	292	0.596986817	0.9126462	0.403013183	0.0873538	13	725	2.155339806	1.45631068	51.13592233	0.165048544	4.796116505	4.281553398	176	1
252	forca	2	11	1	1	0	0	1	14	0.5	1.25	22.5	0	6	6	0	1
506	npuzzle	2	33	0.916666667	0.919270833	0.083333333	0.080729167	2	182	2.285714286	1.571428571	64.14285714	0	8.714285714	8.714285714	11	0
408	jtvguideui	2	54	0.935064935	0.936648717	0.064935065	0.063351283	2	109	1.5	2	75	0	4.666666667	4.666666667	76	1
311	hsprespring	3	453	0.649717514	0.649717514	0.350282486	0.350282486	1	3244	3.53220339	1.627118644	41.37627119	0.461016949	11.63728814	7.416949153	58	1
46	aqsite	2	223	0.670454545	0.670454545	0.329545455	0.329545455	1	900	1.943925234	1.76635514	49.96261682	0.345794393	12.60747664	10.03738318	43	1
198	duedates-red	2	73	0.955882353	0.89152683	0.044117647	0.10847317	2	164	1	1	25.66666667	0	4.333333333	4.333333333	33	1
201	duedates-yellow	2	57	0.941176471	0.942352941	0.058823529	0.057647059	2	146	1.5	1.083333333	26.16666667	0	3.666666667	3.666666667	33	1
197	duedates-orange	2	159	0.970588235	0.958129892	0.029411765	0.041870108	8	127	3.076923077	1.461538462	57.84615385	0.153846154	9.538461538	7.692307692	33	1
200	duedates-violet	2	109	0.875	0.882022472	0.125	0.117977528	4	147	2.133333333	1.266666667	41.06666667	0.266666667	9.066666667	6.266666667	35	1
345	infratouchphysics	2	67	0.57641196	0.608023008	0.42358804	0.391976992	3	1058	4.19047619	1.321428571	41.27380952	0.166666667	9.154761905	7.666666667	300	1
336	imageretriever	2	34	0.772727273	0.806397306	0.227272727	0.193602694	2	286	1.2	1	50.6	0	6.7	6.7	32	1
581	psp-2008-2-projeto06	3	205	0.673835125	0.681859587	0.326164875	0.318140413	4	535	1.590909091	1.613636364	50.90909091	0.068181818	9.318181818	8.772727273	92	0
243	faiscaita	2	16	0.611111111	0.611111111	0.388888889	0.388888889	1	103	1.384615385	1.692307692	45.76923077	0.384615385	9.615384615	6.538461538	8	1
195	duedates-green	2	33	0.9	0.911538462	0.1	0.088461538	4	52	0.5	1.5	66.5	0	5	5	34	1
630	shapeakinator	2	32	0.75	0.75	0.25	0.25	1	193	1.363636364	1.181818182	67.81818182	0	13.54545455	13.54545455	3	1
404	jtelnetserver	2	31	0.018050542	0.889506173	0.981949458	0.110493827	4	342	2.5	1.684210526	37.39473684	0.342105263	9.921052632	5.789473684	276	1
724	tp-compiladores-2008	2	300	0.888888889	0.888888889	0.111111111	0.111111111	1	522	3.944444444	1.333333333	42.25	0.111111111	8.611111111	7.111111111	26	1
614	sal-i	4	115	0.71835443	0.606281194	0.28164557	0.393718806	10	393	1.941176471	1.705882353	54.85294118	0	5.382352941	5.382352941	78	0
527	othello-o1	5	66	0.377777778	0.426599327	0.622222222	0.573400673	4	842	2.896551724	1.448275862	53.82758621	0.206896552	10.96551724	8.482758621	17	1
747	transmi	2	323	0.97972973	0.97972973	0.02027027	0.02027027	1	621	2.386363636	1.886363636	55.22727273	0.113636364	11.79545455	10.95454545	73	0
334	il2008	2	178	0.656133829	0.953459972	0.343866171	0.046540028	6	1502	2.625	1.5078125	26.71875	0.1796875	5.28125	4.5234375	268	1
434	lingker	3	240	0.785478548	0.78080545	0.214521452	0.21919455	5	565	2.976744186	1.697674419	52.48837209	0.186046512	6.511627907	4.976744186	100	0
196	duedates-omaomao	4	103	0.6875	0.699127907	0.3125	0.300872093	3	421	1.925	1.4	38.925	0.05	5.375	3.825	15	1
